link,text
http://www.thehindu.com/todays-paper/tp-national/Adult-HIV-prevalence-on-the-decline-in-the-country-NACO-report/article15782463.ece,Adult HIV prevalence on the decline in the country: NACO report
http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/HIV-care/article15779545.ece,HIV care
http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/NGO-staff-forced-to-undergo-HIV-test/article15776075.ece,NGO staff forced to undergo HIV test
http://www.thehindu.com/todays-paper/tp-national/tp-newdelhi/TB-HIV-package-for-patients/article15777206.ece,TB-HIV package for patients
http://www.thehindu.com/todays-paper/tp-national/NGOs-help-overcome-stigma-of-HIV-infection-in-Manipur/article15769115.ece,NGOs help overcome stigma of HIV infection in Manipur
http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/HIV-positive-person-seeks-government-job/article15769060.ece,HIV positive person seeks government job
http://www.thehindu.com/todays-paper/tp-national/Preventing-drug-abuse-HIV-across-border/article15768494.ece,"Preventing drug abuse, HIV across border"
http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/Misconceptions-on-HIV-put-to-rest/article15898300.ece,Misconceptions on HIV put to rest
http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/HIV-positive-cases-in-district/article16356271.ece,HIV positive cases in district
http://www.thehindu.com/todays-paper/tp-national/tp-kerala/HIV-awareness-campaign-in-district-from-today/article16352294.ece,HIV awareness campaign in district from today
http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/India-has-the-third-largest-number-of-HIV-positive-people/article16352655.ece,India has the third largest number of HIV positive people
http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Second-line-of-HIV-drugs-from-Jan.-20/article16352775.ece,Second line of HIV drugs from Jan. 20
http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Second-line-of-HIV-drugs-soon/article16353046.ece,Second line of HIV drugs soon
http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Mobile-HIV-awareness-campaign-from-today/article16607063.ece,Mobile HIV awareness campaign from today
http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/lsquoHIV-injectionrsquo-attack-case-booked/article16345962.ece,‘HIV injection’ attack: case booked
http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/Loan-scheme-for-people-with-HIV-yielding-results/article16344548.ece,Loan scheme for people with HIV yielding results
http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/lsquoInstil-confidence-among-HIV-positive-personsrsquo/article16346810.ece,‘Instil confidence among HIV positive persons’
http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/HIV-counsellors-observe-token-fast/article16347007.ece,HIV counsellors observe token fast
