headline,link,text
"
HIV: caution against accidental infection
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/HIV-caution-against-accidental-infection/article16331340.ece,"Staff Reporter,THIRUVANANTHAPURAM: Speakers at a one-day workshop on ‘Post Exposure Prophylaxis’ organised here by the Kerala State AIDS Control Society (KSACS) urged medical practitioners to take adequate safety precautions so that they don’t accidentally get infected with the HIV virus while performing clinical procedures.,A press note issued here said the speakers also urged doctors to provide the best medical care to AIDS patients — care that is comparable to what other patients receive.,Doctors must use sterilised equipment. Surgical needles should be carefully disposed of so that they are not re-used. Doctors should be cautious not get pricked by used needles or by sharp surgical instruments so that they don’t get infected, the press note said. Additional project director of KSACS Rita Cross briefed the participants about the current spread of HIV in the State, the various programmes and services of the Society.,Raju Kumar of the Indian Medical Association’s HIV/AIDS cell, Rajasekharan of the Medical College Hospital, Thiruvananthapuram and Ajith Kumar of the Medical College, Thrissur spoke.,The workshop was conducted for medical officers of government hospitals at Thiruvananthapuram, Kollam and Pathanamthitta districts."
"
Free legal service for HIV positive people
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Free-legal-service-for-HIV-positive-people/article16329152.ece,"Staff Reporter,COIMBATORE: Free legal service will be provided to people living with HIV/AIDS in the district.,M.Somesh, president of the Coimbatore Network for Positive People (CNP+), told The Hindu that seeking legal help was one of the greatest challenges faced by people living with HIV/AIDS.,The Human Rights Law Network, Chennai, along with CNP+ and a few lawyers from Coimbatore, will organise a meeting on February 8 at the Divyodaya Hall to discuss the legal issues concerning HIV positive people. Stigma and discrimination in society especially at the workplace, family, and health sector would be emphasised.,“Free legal service would be offered to all HIV positive people in the district on a continuous basis through this initiative,” Mr.Somesh added.,There had been a lot of positive changes in the medical sector in their attitude towards treating people living with HIV/AIDS owing to consistent advocacy programmes undertaken by the Tamil Nadu State AIDS Control Society (TANSACS) and other non-governmental organisations.,However, the public health centres (PHC) and the taluk hospitals did not undertake delivery of women with HIV/AIDS. Though TANSACS had appointed voluntary testing and counselling centres and laboratory technicians in all the 38 PHCs, the institutions still referred the delivery cases to the Government Hospital.,“For an HIV positive person in Valparai, it would take at least five hours to travel to Coimbatore, which is extremely difficult and unsafe for a pregnant woman. In order to avoid this difficulty, the PHCs and taluk hospitals should undertake delivery cases of HIV positive people too,” Mr.Somesh said. For details, contact Mr. Somesh at 9443281947 or 0422-2596855."
"
Inter-religion panel to sensitise people to AIDS
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Inter-religion-panel-to-sensitise-people-to-AIDS/article16328184.ece,"R. Ilangovan,SALEM: For the first time in this part of the state, leaders and elders of different faiths have taken a positive decision to form an inter-religion committee to sensitise the people to HIV+/AIDS and make them eschew the evil trait of discrimination.,They have promised that henceforth it would be their responsibility to take the social message of preventing the scourge and avoiding taboo and discrimination attached to the disease to the grassroots with whom they regularly interact in the places of worship, including in remote villages and tiny hamlets.,Their pledge of support to this sensitive issue of social responsibility was made in the interactive meeting initiated by the Salem Young Women’s Christian Association (YWCA) here recently mainly to seek the support of religious and community leaders on the issues of prevention and discrimination.,Bishop of Salem Diocese, Fr. Singarayar, Salem Jamia Masjid Muthavalli Nassar Khan and Sivakami Paramasivam from Bharatiya Janata Party along with a host of community elders and men from other faiths got engaged in an engrossing and open discussion for nearly two hours after YWCA screened a power point presentation on the travails of HIV affected, particularly the children.,President Suriya Benjamin presented the issues and needs of the people living with HIV/AIDS and assisted the forum to find solutions to certain critical issues that are related to the infection. On how to prevent the HIV infection remained the prime agenda in the schedule.,The YWCA decided to prepare materials on Information, Education and Communication and hand over the same to these religious leaders to carry on their crusade against the social discrimination and prevention.,Religious leaders were asked to educate and inculcate moral discipline among the youth. They should counsel the needy. They also subscribed to the view that government should make testing of HIV mandatory before marriage. The committee decided to meet often and discuss the new prevention strategies. The leaders assured their support and to take care of their communities."
"
Journal on AIDS control
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/Journal-on-AIDS-control/article16328670.ece,"Staff Reporter,Thiruvananthapuram: The first issue of ‘The Response,’ a quarterly journal in English being brought out by the Kerala State AIDS Control Society (KSACS), was released by Health Minister P.K. Sreemathy on Friday at Thrissur. The journal can also be accessed on the website of KSACS, ,."
"
Corporate houses move to fight AIDS
",http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/Corporate-houses-move-to-fight-AIDS/article16329540.ece,"Staff Reporter,
,
,
,
,BERHAMPUR: Corporate houses have started to come out to help in fighting AIDS and HIV in Orissa.,The fourth Anti Retro-viral Therapy (ART) centre of the State is going to come up with the help of Ballarpur Industries Limited (BILT) in Koraput district hospital. It may be noted that at present three ART centres are running in the State -- the MKCG Medical College in Berhampur, SCB Medical College in Cuttack and VSS Medical College at Burla. The ART unit proposed in Koraput would be the first public-private partnership project for the purpose in the State. It may be noted that BILT is a leading paper manufacturing company.,Announcing this, project director of Orissa State AIDS Control Society (OSACS) Parameswar Swain said they had started approaching different corporate houses for establishment of another ART centre in Angul district, he second most HIV-prone area after Ganjam district.,Mr Swain was in the city on Saturday to attend a workshop for media on HIV/AIDS. The Vedanta group has decided to set up an Integrated Counselling and Testing Centre (ICTC) for HIV positive persons at Lanjigarh in Kalahandi district.,
,
,The Rourkela Steel Plant is coming up with an ICTC in Rourkela. The Tata company has committed itself to setting up ICTC units at its mining areas at Sukinda and Joda. Similarly the Paradeep Port Trust, Mahanadi Coalfields Limited and NTPC have promised to set up ICTC units at their areas of operation. Mr Swain said ICTC centres had been opened up in all the primary health centres of the district. Apart from it ,efforts were on to open up link ART centre at Aska which would be connected with the parent ART centre in MKCG Medical College Hospital. The AIDS patients would be able to collect their medicine from the link centre at Aska without coming to the MKCG Medical College."
"
Helpline for people living with HIV/AIDS launched in Chennai
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Helpline-for-people-living-with-HIVAIDS-launched-in-Chennai/article16336521.ece,"Special Correspondent,CHENNAI: A toll-free helpline for people living with HIV/AIDS (PLHA), Hello +, was formally inaugurated in the city on Tuesday.,Health Secretary V.K. Subburaj launched the helpline and made the first call on 1800-419-1800 posing a question from a real incident of discrimination to the counsellor.,Speaking as a representative of a Chennai college, he said a couple of staff at the engineering college had been found to be HIV +. Students of the college were exercised by this and demanded that the cooks be dismissed from service. The counsellor advised him not to sack the staff and instead to provide counselling to the college management and the students, assuring them that transmission of the virus through non-sexual routes was literally non-existent.,Mr. Subburaj, speaking later, said the counsellor had provided satisfactory responses and he was sure that the helpline would benefit PLHA and others with co-infections such as tuberculosis and sexually transmitted diseases.,
,
,Hello+ would address a long-felt need in the state’s HIV/AIDS control programme that had otherwise done very well in the areas of prevention and care and support, he said.,It was absolutely crucial for positive people to be able to talk to others about their problems and seek help from professionals. Being able to voice their problems would bring down the burden substantially. He suggested that some psychiatrists be roped into the project.,Hello +, conceived and implemented as a public private partnership between the USAID funded Aids Prevention and Control Project at VHS and Tata Business Support Services and Tata Teleservices, will also see the involvement of the Tamil Nadu State AIDS Control Society and networks of PLHA and NGOs.,Bimal Charles, project director, APAC, said while at present the helpline would be operational in Tamil Nadu, the Andhra Pradesh government had also expressed a willingness to join the programme. Eventually, the facility would be available in all languages. Even today, people from all over the country could contact the number for information, but would receive information only in Tamil, Telugu, English and Hindi. He thanked the Tata group for providing free software and subsidising fifty per cent of the STD call charges.,S.Vijay Kumar, project director, TANSACS, said networks of positive people should encourage their members to register for anti-retro virals.,A total of 50 link ART centres were coming up in the State to help more PLHA to get treatment. Next year, 40 more such link centres would come up. He commended APAC and its partners for setting up a service that would be of help to all PLHA and those hesitating to test themselves for HIV.,Kerry Pelzman, Director, Public Health and Nutrition, USAID, released the information, education and communication material for using the helpline and handed over the first copy to a representative of positive networks. She said USAID began supporting HIV/AIDS prevention and control activity in Tamil Nadu in 1992.,Touting the helpline as an important milestone in public private partnership in the battle against HIV/AIDS, she added that no government could tackle the epidemic by itself."
"
Panel to sensitise people on HIV/AIDS
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Panel-to-sensitise-people-on-HIVAIDS/article16654138.ece,"Special Correspondent,SALEM: For the first time in this part of the state, leaders and elders of different faiths have taken a positive decision to form an inter-religion committee to sensitise their community people on HIV+/AIDS and make them eschew the evil trait of discrimination.,They have assured that henceforth it would be their responsibility to take the social message of preventing the scourge and avoiding taboo and discrimination attached to the disease to the grass root level people with whom they regularly interact in the places of worship including in remote villages and tiny hamlets.,Their pledge of support to this sensitive issue of social responsibility was made in the interactive meeting initiated by the Salem Young Women’s Christian Association (YWCA) here recently mainly to seek the support of religious and community leaders on the issues of prevention and discrimination.,Bishop of Salem Diocese, Most. Rev.Fr. Singarayar, Salem Jamia Masjid Muthavalli Nassar Khan and Sivakami Paramasivam from Bharatiya Janata Party along with a host of community elders and men from other faiths got engaged in an engrossing and open discussion for nearly two hours after YWCA screened a power point presentation on the travails of HIV affected, particularly the children.,President Suriya Benjamin presented the issues and needs of the people living with HIV/AIDS and assisted the forum to find solutions to certain critical issues that are related to the infection. On how to prevent the HIV infection remained the prime agenda in the schedule.,The YWCA decided to prepare materials on Information, Education and Communication and hand over the same to these religious leaders to carry on their crusade against the social discrimination and prevention.,Religious leaders were asked to educate and inculcate moral discipline among the youth.,They should counsel the needy. They also subscribed to the view that government should make testing of HIV mandatory before marriage.,The committee decided to meet often and discuss the new prevention strategies.,The leaders assured their support and to take care of their communities.,The YWCA, according to its general secretary Ruby Thiagarajan, has been extending care and affection to nearly 2000 affected children in five blocks of Salem district, which has been a high prevalence pocket in the state and also a home-based care to another 400 or so."
"
Texas varsity team working on vaccine for HIV
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Texas-varsity-team-working-on-vaccine-for-HIV/article16584777.ece,"Special Correspondent,
,
,HYDERABAD: A research team of the University of Texas is close to finding a “very good candidate” for developing a vaccine for the Human Immuno Virus (HIV) that causes the Acquired Immuno Deficiency Syndrome (AIDS). “The time has come for translation of basic science to clinic,” said Sudhir Paul, director of the Clinical Immunology Research Centre of the University of Texas.,Professor Paul said their approach was innovative in that the emphasis was on prevention through a region in the virus that is “quite constant” and useful for binding it to the cell. The team focussed on the covalent approach instead of the non-covalent approach on which the existing vaccines are based, to break the tolerance of the virus. The method was adopted to see whether the covalent vaccine, containing chemical extract, not only bound with the cell effectively but also ensured generation of more and more antibodies to prevent the spread of the virus. The approach was necessitated by the rapid mutation of the HIV virus, he said.,“Experiments have shown that we can break the tolerance and induce cells to produce more antibodies that are broadly reactive to diverse strains so that the infection by all strains of the virus could be stopped,” Professor Paul told The Hindu.,The process involved development of abzymes (from antibody and enzyme), which are monoclonal antibodies with catalytic activity for permanently breaking thousands of virus molecules, unlike the regular antibody that could be targeted at a single molecule, he said.,As the experiments have met with success, efforts were on to take the candidate for testing in human beings, preferably on those who were infected and those who were resistant to current drugs. “Development of covalent vaccine is a completely new approach, and the process of developing the vaccine should not take more than a year, provided we have enough money and community support,” he said.,He admitted that there would be a lot of resistance from the scientific establishment, but it was because science looked for proof."
"
Workshop emphasises need for insurance cover for people with HIV
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Workshop-emphasises-need-for-insurance-cover-for-people-with-HIV/article16587402.ece,"Staff Reporter,
,
,
,
,
,
,CHENNAI: A day-long workshop stressing the need for insurance cover for people living with human immunodeficiency virus (HIV) was conducted by the Genesis Welfare Trust recently.,Representatives of various organisations working in the field, networks of people with HIV and representatives from the insurance industry participated.,Bimal Charles, project director, AIDS Prevention and Control (APAC) project, said, “There are certain issues surrounding HIV for which finding an answer is extremely difficult. Insurance is one such issue.”,The current system of insurance cover is a system of exclusion, according to Mr. Charles. “You get an insurance cover only when you can prove that you have no immediate need for it,” he added.,According to a recent study conducted by the APAC, 94 per cent of HIV patients sought private care and were willing to pay a monthly premium towards insurance.,
,
,K. Radhakrishnan, president of the Kancheepuram Network for HIV positive people, said, “I am living with HIV and there are many of us who are leading a normal life like anybody else. We are not asking for any special concessions. We just feel it is our basic human right to get ourselves insured.”,“They should be treated like any other citizen. Insurance companies in the U.S. and Europe have come forward with schemes to insure those living with HIV. But it is still a challenge for HIV positive people to have a life insurance cover in India,” said R. Thangathurai of the Genesis Welfare Trust.,
,
,According to recent estimates, there are over 23 lakh people living with HIV in India, of which 2.47 lakh are in Tamil Nadu.,NACO figures show that over 1.7 lakh people are currently benefiting from the ART treatment.,The programme has proved successful in extending the lifespan of people living with HIV.,“We are not beggars. We don’t want anything for free. Treat us like normal human beings by removing societal stigma and occupational discrimination. We too can pay any amount of premium,” said Mr. Radhakrishnan."
"
Need to extend assistance to HIV-affected persons
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Need-to-extend-assistance-to-HIV-affected-persons/article16584106.ece,"Special Correspondent,PERAMBALUR: District officials should strive to extend all assistance to HIV/AIDS affected persons so that they could improve their standard of living with the help of government schemes, said Collector M.Vijayakumar.,Speaking at a sensitisation programme and planning workshop on inter-sectoral coordination for mainstreaming HIV/AIDS, Mr. Vijayakumar also urged the officials to ensure that there was no discrimination of HIV positive persons.,Saulina Arnold, Executive Director, Tamil Nadu Voluntary Health Association, explained the objectives of the programme.,Chitra George dwelt on the National AIDS Control Project."
"
Texas University working on HIV vaccine
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Texas-University-working-on-HIV-vaccine/article16582821.ece,"HYDERABAD: There appears to be light at the end of the tunnel for those HIV-infected with virus causing AIDS.,A research team of the University of Texas is close to finding a “very good candidate” for developing a vaccine to stop the spread of the infection by stimulating cells to generate antibodies. “The time has come for translation of basic science to clinic,” Sudhir Paul, director of the university’s Clinical Immunology Research Centre, who heads the team, said.,The team’s approach was innovative; it deviates from the rest of the field. The emphasis was on prevention through a region in the virus that is “quite constant” and useful for binding it to the cell. The team focused research on the covalent approach, rather than existing vaccines which are non-covalent in nature, to break the tolerance of the virus.,The method was adopted to see that the covalent vaccine, containing chemical extract, not only binds with the cell, but also ensures generation of more antibodies to prevent the spread of the virus. The approach was necessitated as the virus mutates rapidly and coupled with this was the immunity to the highly active retroviral therapies being used.,“Experiments have shown that we can break the tolerance and induce the cells to produce more antibodies that are broadly reactive to diverse strains so that the infection by all strains of the virus could be stopped,” he told The Hindu. The process involves development of abzymes (from antibody and enzyme) which are monoclonal antibodies with catalytic activity for permanently breaking thousands of virus molecules, unlike the regular antibody that can be targeted at a single molecule.,As the experiments were met with success, efforts were on to take the candidate for testing in human beings, preferably on the infected and those resistant to drugs. “Development of covalent vaccine is a completely new approach and the process of developing the vaccine should not take more than a year, provided we have enough money and community support.”,He admitted that there would be lot of resistance from scientists, but it was because science looks for proof."
"
RHIV to launch agitation in October
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/RHIV-to-launch-agitation-in-October/article16583035.ece,"Special Correspondent,
,
,KURNOOL: MLA and president of Rayalaseema Hakkula Ikya Vedika T.G. Venkatesh has said the organisation would launch an agitation in October for speedy completion of irrigation projects like Pothireddypadu canal widening works, Hundri-Neeva, Siddeswaram and enhancing the capacity of Sunkesula reservoir.,Talking to the reporters here on Monday, he underscored the need for redistribution of river waters among different regions in the State. Rayalaseema region had a share in the Godavari even though the river did not flow in the area.,
,
,Also, he said there was need to compensate the water loss to Kurnool district on account of diversion of 10 tmcft to Anantapur from Tungabhadra dam. He urged the government to create new districts at Nandyal and Tirupathi for administrative convenience. He said the upland area of Kurnool district was drought-prone while Nandyal was relatively fertile region. Kurnool area did not qualify for drought relief often because of higher yields from other parts of the district. Creation of new districts would help both areas. Also, there was demand for creation of another district with headquarters at Guntakal.,He offered a fee of Rs.1 crore from Rayalaseema Hakkula Ikdya Vedika to K. Chandrasekhar Rao of TRS for teaching the blackmail politics so that Rayalaseema could also benefit from the pressure tactics.,He termed the resignation of Mr. Chandrasekhar Rao as a drama to divert and dilute the antagonism against him. He added that Mr. Chandrasekhar Rao who took all credit for the success of the movement threw the blame on others for the failures."
"
Texas university research team working on vaccine for HIV
",http://www.thehindu.com/todays-paper/tp-national/Texas-university-research-team-working-on-vaccine-for-HIV/article16585440.ece,"Special Correspondent,HYDERABAD: A research team of the University of Texas is close to finding a “very good candidate” for developing a vaccine for the Human Immuno Virus (HIV) that causes the Acquired Immuno Deficiency Syndrome (AIDS). “The time has come for translation of basic science to clinic,” said Sudhir Paul, director of the Clinical Immunology Research Centre of the University of Texas.,Professor Paul said their approach was innovative in that the emphasis was on prevention through a region in the virus that is “quite constant” and useful for binding it to the cell. The team focussed on the covalent approach instead of the non-covalent approach on which the existing vaccines are based, to break the tolerance of the virus.,The method was adopted to see whether the covalent vaccine, containing chemical extract, not only bound with the cell effectively but also ensured generation of more and more antibodies to prevent the spread of the virus. The approach was necessitated by the rapid mutation of the HIV virus, he said.,“Experiments have shown that we can break the tolerance and induce cells to produce more antibodies that are broadly reactive to diverse strains so that the infection by all strains of the virus could be stopped,” Professor Paul told The Hindu.,The process involved development of abzymes (from antibody and enzyme), which are monoclonal antibodies with catalytic activity for permanently breaking thousands of virus molecules, unlike the regular antibody that could be targeted at a single molecule, he said.,As the experiments have met with success, efforts were on to take the candidate for testing in human beings, preferably on those who were infected and those who were resistant to current drugs. “Development of covalent vaccine is a completely new approach, and the process of developing the vaccine should not take more than a year, provided we have enough money and community support,” he said.,He admitted that there would be a lot of resistance from the scientific establishment, but it was because science looked for proof. “We will overcome these issues.”"
"
CME on fighting HIV
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/CME-on-fighting-HIV/article16583505.ece,"Special Correspondent,GUNTUR: At a Continuing Medical Education Programme on the Katuri Medical College and Hospital near here, University of Texas Medical School doctor Sudhir Paul on Monday said that a shift to preventive vaccination/therapy was the path ahead in fighting HIV.,Delivering lecture on Fighting HIV: Therapy and Prevention in the presence of college dean KSN Rao, he said that there was a large diversity of HIV types in the world. However, there was a “magic bullet” for treating HIV; which had enzymatic capabilities as well. Reminding the students and doctors at Katuri, he said that - HAART, and other T-cell vaccinations had failed. In some patients, HIV had developed a resistance to HAART treatment. Cytotoxic t-cells were not useful, as they could not keep up with all of the HIV mutations.,Suggesting the best possible vaccination he said currently Synthetic Peptide, activated with an electrophile, known as E-VAC could break down the CD4 binding site of the HIV virus protein. Antibodies were catalytic, in the sense that catalysts were a single antibody that catalyze the breakdown of multiple HIV proteins per minute. The halflife of antibody was approximately equivalent to 20 days, he explained.,Professor Sudhir Paul and Professor Yauhiro Nishiyama had engineered an abzyme that degrades the superantigenic region of the gp 120 / CD4 binding site. The superantigenic region was the region of HIV that does not change, if it does change, then the HIV cannot bind to the CD4 region. Further explaining his work he said that once the abzyme has cut the HIV molecule, IgM, IgG, IgA (all naturally occurring antibodies) can further target the HIV molecules and destroy them.,He looked at genetically different strains of HIV. Viruses taken from different strains of the HIV virus were infected into human cells in the presence of the Lupus HIV-CAB. All of the viruses were seen to be neutralized."
"
Public help to fight AIDS sought
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Public-help-to-fight-AIDS-sought/article16585433.ece,"Staff Reporter,
,
,Nagercoil: The Collector, Rajendra Ratnoo, has sought the co-operation of people from all walks of life – school and college students, youngsters and non-governmental organisations to fight AIDS.,Presiding over the awareness seminar for people living with HIV/AIDS here on Monday he said that HIV affected persons will automatically loose immunity as the micro-virus will destroy the CD 4 cells in the blood of the affected person.,Though there was no medicine to cure AIDS this disease could be brought under control.,Kanyakumari, being a tourist spot attracting both foreign and domestic tourists from various parts of the country.,Hence it was the duty of the district administration to create awareness among the public and tourists about HIV/AIDS in co-operation with various non-governmental organizations.,There were 1,519 people living with HIV/AIDS in different parts of the district. With awareness programmes being carried out, the number of cases has come down in the district.,
,
,A handbook containing the details about HIV/AIDS was released by the Collector, which was received by the Superintendent of Police, Kabil Kumar C. Saratkar.,Personal Assistant to Collector (Development), Vijayakumar, Revenue Divisional officer, Subramanian, Director, Centre for Social Reconstruction, T. Ram Kumar, Director for CHRDEEP, Manikandan, Director for AMK, Arul Kannan and others participated."
"
Sensitisation programme on HIV/AIDS held
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Sensitisation-programme-on-HIVAIDS-held/article16579432.ece,"Staff Reporter,KRISHNAGIRI: A sensitisation programme on HIV/AIDS was organised for the officers of rural development department here on Tuesday.,Collector V.K. Shanmugam inaugurated the programme in the presence of Additional Collector Darez Ahmed.,J.P. Saulina Arnold, Executive Director, Tamil Nadu Voluntary Health Association, gave a presentation about strengthening the Inter-Sectoral Coordination Initiatives and Dr. A.J. Premkumar Satya, Consultant, Key Resource Person, gave an introduction about the National AIDS Control Programme (NACP III).,It was revealed at the programme that about 4,211 people were infected with HIV in Krishnagiri district, according to a surveillance report released in 2007. HIV/AIDS prevalence in the district was 1.13 per cent, which was higher than the State-level prevalence of 0.25 per cent. Since the district was connected with 5 National Highways, the HIV/AIDS prevalence was on the higher level. The National AIDS Control Organisation had classified the district as ‘A’ category.,Mr. Shanmugam said that creating awareness on HIV/AIDS was the need of the hour.,Mr. Darez Ahmed said that everybody should take part in creating awareness about how to prevent the disease.,He asked the officials to think of measures to safeguard the rights of children infected with HIV.,He promised that the HIV infected persons would be allotted group houses in the district.,Block Development Officers, Assistant Block Development Officers and Assistant Project Officers in District Rural Development Agency attended the programme."
"
‘Need to hone social skills of HIV/AIDS affected children’
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/lsquoNeed-to-hone-social-skills-of-HIVAIDS-affected-childrenrsquo/article16579398.ece,"Special Correspondent,
,
,Udhagamandalam: A five-day capacity building programme on preparedness of the community for Anti-Retroviral Therapy got underway at Coonoor on Tuesday. The programme was organised by the Tamil Nadu Social Service Society (TASOSS), the regional forum of the Diocesan social service societies in the State and Puducherry, with the help of Alliance India, New Delhi.,In his inaugural address TASOSS Director Father Xavier underscored the need to treat HIV/AIDS affected children like normal children. He said that the focus of the programme was on imparting ‘life skill education’ and familiarising counsellors with various aspects of Anti-Retroviral Therapy.,The participants in the programme, who came from various parts of the State, will also learn to deal with other maladies like tuberculosis among HIV/AIDS victims.,Consultant on HIV/AIDS Shoba Dharmarajan underscored the importance of timely treatment in combating the spread of the disease.,Udhagamandalam Social Service Society Executive Director Father R.P. Jayakumar said that people working with HIV/AIDS affected children must strive for their all-round development. In particular, their social skills should be sharpened. TASOSS Project Officer Sugaraja welcomed the gathering. Saint Theodor’s Sanatorium Rector Father Christopher and Palmara Workers Development Society Project Coordinator Anil Kumar also spoke. TASOSS Project Coordinator J. Gayathri proposed a vote of thanks."
"
Workshop on HIV awareness
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Workshop-on-HIV-awareness/article16579976.ece,"Special Correspondent,VILLUPURAM: Collector R. Palanisamy on Wednesday inaugurated a workshop to create among officials awareness of the preventive aspects of HIV/AIDS.,He said that with the district administration joining hands with the Tamil Nadu AIDS Control Society and non-governmental organisations, the scourge could be checked.,
,
,Mr. Palanisamy called upon officials to adopt a preventive approach as demonstrated by the ‘Varumum Kappom Thittam.’ Joint Director (Health) Dharmalingam, Deputy Director (Health) Krishnaraj, Chief Educational Officer P.A. Naresh and Aravanis Welfare Board member Saleema participated."
"
55,167 HIV-positive persons in State
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/55167-HIV-positive-persons-in-State/article16579962.ece,"Staff Reporter,KOLLAM: As per a survey conducted between October 2007 and January 2008, there are 55,167 HIV positive persons in the State. Figures on the survey conducted by the National AIDS Control Organisation were released to the media here on Wednesday by the State AIDS Control Society.,The survey shows that there is no alarming rate in the rise of HIV positive persons in the State. According to the figure, 0.26 per cent of the people of the State are HIV positive persons. The survey also shows that there are 2.1 lakh HIV positive persons in the country.,The figures were given at an HIV and AIDS workshop organised at the Kollam Press Club in connection with the P.K. Thampi Commemoration function. The bulk of the HIV positive persons in the State are drug addicts who use syringes to administer narcotic substances."
"
Help to AIDS victims
",http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Help-to-AIDS-victims/article16578700.ece,"Udhagamandalam: A two-day programme to impart vocational training and extend financial assistance to HIV AIDS victims organised by the Udhagamandalam Social Service Society (USSS) and the Nilgiri Positive Network Association (NIPAN) was inaugurated by the Director, Tamil Nadu Social Service Centre, Father Xavier, here on Monday.,The Project Officer, USSS, Supraba said that arrangements had been made to distribute Rs. 5,000 each to 75 persons.,The Director, USSS, Father Jayakumar, welcomed the gathering."
"
Sehwag to raise awareness about HIV
",http://www.thehindu.com/todays-paper/tp-sports/Sehwag-to-raise-awareness-about-HIV/article16570882.ece,"London: India opener Virender Sehwag, Sri Lanka captain Kumar Sangakkara and South Africa skipper Graeme Smith will raise awareness about HIV as part of an ICC initiative which coincides with the World Twenty20 Championships, starting on Friday.,The campaign will feature messages and information to raise awareness about HIV among young people.,“I hope that people, and young people in particular, are educated about HIV and take the precautions they need,” Sehwag said.,“Everyone deserves the chance to have the information they need to make the right choices and protect themselves, and their loved ones from HIV,” he added.,The trio will be joined by Australian pacer Nathan Bracken and England’s women’s team player Isa Guha in the initiative. Five new Public Service Announcements (PSAs) featuring some of the players will be shown during the event on big screens at grounds. — PTI"
